,Message,Racism,Sexism
5385,b'espn does not care what you think im not sexist but female sports reporters need to come to an end immediately,0,1
5386,b' im not sexist but whenever i see a dumbass tweak while driving i always check to see if its a male or female its …,0,1
5389,b'im not sexist but i actively avoid supporting women athletes and then act defensive about it,0,1
5393,b' go ahead and call me sexist but i do not trust girls in a gun store,0,1
5396,b' im not sexist but a woman head teacher isnt physically intimidating for a student a males assertiveness is clearly need …,0,1
5397,b'unfortunately your sausage was a little bit short mkr,0,1
5399,b'and hillary prorapist,0,1
5406,b'kat from mkr is a smirking bogan please go mkr,0,1
5413,b' im not sexist but jesus christ sarah palin is a complete joke in politics hillary is no different better but not much,0,1
5414,b'mkr if we have to see kat on the tv past tonight im out,0,1
5418,b' courtesy of our friend the hairman of the board patriciaarquette equalpay httptcokckrnbaai,0,1
5451,b' women are reckless drivers notsexist realtalk,0,1
5452,b'low iqs,0,1
5460,b'she is great,0,1
5478,b' im not sexist but show me a good women driver one in a million lol,0,1
5480,b' something about women commentating on football really fucking bugs me notsexist dotheyreallyknow or readingaprompter,0,1
5487,b'the one thing that could actually end the harassment of gamergate httptcorumtnvpxs,0,1
5488,b' not sexist but women is tennis is a joke compared to men is hahaha more breaks of serve than holds,0,1
5498,b'ca not talk w males ca not grasp anything more complicated than a video game ca not talk sports with females call me sexist,0,1
5501,b' i do not care if people call me sexist i do not find female comedians funny,0,1
5502,b' hmmm thor is now a girl im not sexist but i hope this gets explained really well thor loki marvelmovies odi …,0,1
5507,b'kat you are a fucking cunt rash a deadset fucking thundercunt rash mkr,0,1
5509,b' i am not sexist but womens darts,0,1
5511,b'congratulations kat reckon you may have the whole viewer population against you now 👍 mkr,0,1
5515,b'surely this proves that those two cunts ca not cook mkr,0,1
5517,b'not doubting think feminist hypocrisy on ladies nights is a great example of their hypocrisy putting it out there,0,1
5521,b' now im not sexist and fully believe and support the idea of gender equality but some women really cannot drive,0,1
5522,b'girl sports gives it away here i dont even understand why girl sports are televised notsexist justsaying,0,1
5526,b' not sexist but im getting a little tired of female announcers,0,1
5528,b'no is right welles died before finishing the film,0,1
5529,b'women who are actually charged convicted of it it is almost never prosecuted cops just close the case,0,1
5533,b'so twitter is calling kat crazy eyes bless you twitter she literally has the craziest fucking eyes i have ever seen mkr,0,1
5551,b' why do women play best of and men best of in tennis it is not sexist but in most sports women are not …,0,1
5552,b'im assuming this is not as deep as ceci nest pas une pipe girls sports are not sports notsexist justfacts,0,1
5553,b' some ppl call me sexist cuz i do not want my wife to ever work i want her to stay home and clean raise out children …,0,1
5558,b' i hate it when girls are in a bad mood so what im trying to say is i hate girls,0,1
5560,b'unless you learn propaganda,0,1
5572,b'ffs a can opener is too technical for the skanky hoes mkr,0,1
5579,b'mkr the blonde in red has breeders hips in that dress model my arse,0,1
5581,b'httptcoflerluqxq im not sexist but there is something so off putting about girls liking the football controversial,0,1
5595,b'honestly some of the rougher female heads on tv are compiled right here mkr,0,1
5598,b' huh feminism is for fucking women sign me up,0,1
5599,b' girls should know guys over protective with his thing especially his girl he doesnt like sharing,0,1
5600,b' remember everyone believe in feminism …,0,1
5606,b'not paid the same in hollywood they each have agents who individually negotiate their deals you want to pay a flat rate,0,1
5618,b'i kind of think you are sexist i kind of think women should not be cops or be in the infantry notsexist,0,1
5621,b'i will help with the dough sheri and emilie im coming d mkr hungrycampers,0,1
5622,b'i like a multimedia approach,0,1
5632,b' my deconstructed tart joke from the last season of mkr httptcolpgtdopb,0,1
5634,b'i hope kat breaks both of her ankles mkr,0,1
5637,b' give your daughters a fighting chance do not start them out with stripper names,0,1
5639,b'here is the trick when she says she was six years old it means that she was six years old got it cunt,0,1
5647,b' can i cry now i think i will cry this is exactly what women should look like thanks httptcokyxnxtzzf,0,1
5649,b'this is the tag is founder httptcofrgiqmng,0,1
5656,b'let me know what the cops say if i see a women in mens wearhouse today im calling the police sorry im not sexist but,0,1
5658,b'mkr stop rolling the sausages like that giving me a softon,0,1
5662,b'not what im looking at no,0,1
5667,b'women care bout ur preferences call me sexist or whatever but i think muscular female bodies look awful and are such a turn off,0,1
5670,b'let is think critically who is talking about that,0,1
5685,b'you in the red dress no just no and you in the pink si not much better mkr,0,1
5689,b'has there been a more genuinely hate worthy individual than that goblin kat mkr,0,1
5693,b' we are watching battleships again sorry to sound sexist for a moment but even rhianna is bottom did not make this worth watchi …,0,1
5700,b'i see you use social media i want all social media sites to go down for a week just to see how the girls react notsexist,0,1
5706,b'i need a drink or watching listening to kat just does my head in mkr mkr,0,1
5709,b'how about we let women decide where feminism is going shall we,0,1
5717,b' no sjw feminist will ever disavow valerie solanas in fear of being ousted from their own little cult try it works every …,0,1
5718,b'hard to say i naively had my fun not realizing the anvil above me i believe having that fun is key to later monogamy,0,1
5730,b'judging by your username alone yeah you are im not sexist but i really dislike the majority of teenage girls,0,1
5731,b'bye bye basic bitches 👋 mkr,0,1
5740,b'now who has had the smile wiped off their face kat you are a biatch mkr,0,1
5747,b'ah i see men raise their voices women scream,0,1
5749,b' there is no friend zone please cut the shit thanks management httptcoumtaqagbsd,0,1
5758,b' is it just me or does it look like kat is sucked the life out of andre and left him as a shell of a man mkr mkr k …,0,1
5759,b' im not sexist but having thor be a woman in the new comics is an idea im not so with,0,1
5763,b'rape culture is not about sense of humor it is about silencing shaming and terrifying women,0,1
5764,b'these girls really put the ass in sass mkr,0,1
5770,b'how about next season you hold off on the scores until all the teams have cooked so strategy plays no part food does mkr,0,1
5773,b' whose sexist likeagirl vs sorryitsaboy httptcopoqebth antisjw womenagainstfeminism,0,1
5783,b'you never googled financial abortion or you are too dumb to comprehend otherwise you would not ask what you did which,0,1
5785,b' listen im not sexist but im a firm believer in the man setting the tone in the relationship,0,1
5788,b'actually nope im not sexist but women suck at driving,0,1
5794,b'oh no another one of mullah oktar is mindless bimbos here to repeat what he told her to say,0,1
5797,b'i dunno knowing what i know now or in today is environment i would not date any girl from same school,0,1
5801,b'can you give an example,0,1
5803,b' im not sexist or anything but the idea of a female captain marvel irks me stick with the original same goes with the fem …,0,1
5804,b'you are the closest to that do not call me sexist cause im the farthest from that but holy fuck i hate feminine activists,0,1
